,name,cmc,legalities,reprint,set,set_type,rarity,prices
4380,Prime Speaker Zegana,6.0,legal,True,c15,commander,mythic,4.07
4381,Primeval Bounty,6.0,legal,True,jmp,draft_innovation,mythic,1.66
4382,Primevals' Glorious Rebirth,7.0,legal,False,dom,expansion,rare,1.39
4383,Primordial Wurm,6.0,legal,True,war,expansion,common,0.01
4384,Prism Array,5.0,legal,False,bfz,expansion,rare,0.14
4385,Prism Ring,1.0,legal,False,ori,core,uncommon,0.31
4386,Prismite,2.0,legal,True,m21,core,common,0.01
4387,Prison Realm,3.0,legal,False,war,expansion,uncommon,0.04
4388,Pristine Skywise,6.0,legal,True,c19,commander,rare,0.08
4389,Prized Amalgam,3.0,legal,False,soi,expansion,rare,1.13
4390,Prized Griffin,5.0,legal,False,eld,expansion,common,0.01
4391,Prized Unicorn,4.0,legal,True,m20,core,common,2.99
4392,Prizefighter Construct,5.0,legal,False,aer,expansion,common,0.01
4393,Processor Assault,2.0,legal,False,bfz,expansion,uncommon,0.06
4394,Prodigious Growth,6.0,legal,False,m19,core,rare,0.21
4395,Foulmire Knight // Profane Insight,1.0,legal,False,eld,expansion,uncommon,0.11
4396,Profane Memento,1.0,legal,False,m15,core,uncommon,1.03
4397,Profane Procession // Tomb of the Dusk Rose,3.0,legal,False,rix,expansion,rare,0.75
4398,Profaner of the Dead,4.0,legal,False,dtk,expansion,rare,0.25
4399,Profit // Loss,5.0,legal,False,dgm,expansion,uncommon,0.06
4400,Profound Journey,7.0,legal,False,dtk,expansion,rare,0.15
4401,Progenitor Mimic,6.0,legal,True,2xm,masters,rare,2.18
4402,Prognostic Sphinx,5.0,legal,True,afc,commander,rare,0.12
4403,Propeller Pioneer,4.0,legal,False,kld,expansion,common,0.04
4404,Prophet of Distortion,1.0,legal,False,ogw,expansion,uncommon,0.15
4405,Prophet of Kruphix,5.0,legal,False,ths,expansion,rare,0.92
4406,Prophet of the Peak,6.0,legal,False,eld,expansion,common,0.02
4407,Prophetic Flamespeaker,3.0,legal,False,jou,expansion,mythic,0.87
4408,Prophetic Prism,2.0,legal,True,cmr,draft_innovation,common,0.06
4409,Prophetic Ravings,1.0,legal,False,emn,expansion,common,0.04
4410,Prosperous Pirates,5.0,legal,True,cmr,draft_innovation,common,0.01
4411,Protean Raider,3.0,legal,False,rix,expansion,rare,0.91
4412,Protean Thaumaturge,2.0,legal,False,thb,expansion,rare,0.21
4413,Protect // Serve,5.0,legal,False,dgm,expansion,uncommon,0.05
4414,Protection of the Hekma,5.0,legal,False,akh,expansion,uncommon,0.07
4415,Proven Combatant,1.0,legal,False,hou,expansion,common,0.04
4416,Providence,7.0,legal,False,emn,expansion,rare,0.13
4417,Prowler's Helm,2.0,legal,False,ths,expansion,uncommon,0.64
4418,Prowling Caracal,2.0,legal,True,m20,core,common,0.17
4419,Prowling Serpopard,3.0,legal,False,akh,expansion,rare,2.89
4420,Prying Blade,1.0,legal,False,xln,expansion,common,0.36
4421,Prying Eyes,6.0,legal,True,cmr,draft_innovation,common,0.01
4422,Prying Questions,3.0,legal,False,emn,expansion,uncommon,0.04
4423,Psychic Corrosion,3.0,legal,False,m19,core,uncommon,2.90
4424,Psychic Intrusion,5.0,legal,False,ths,expansion,rare,0.15
4425,Psychic Rebuttal,2.0,legal,False,ori,core,uncommon,0.11
4426,Psychic Spiral,5.0,legal,False,rtr,expansion,uncommon,0.24
4427,Psychic Strike,3.0,legal,False,gtc,expansion,common,0.22
4428,Psychic Symbiont,6.0,legal,False,m19,core,uncommon,0.06
4429,Pteramander,1.0,legal,False,rna,expansion,uncommon,0.19
4430,Pterodon Knight,4.0,legal,False,xln,expansion,common,0.01
4431,Pull from Tomorrow,2.0,legal,False,akh,expansion,rare,2.25
4432,Pull from the Deep,4.0,legal,False,jou,expansion,uncommon,0.18
4433,Pulse of Murasa,3.0,legal,True,c21,commander,uncommon,0.10
4434,Puncturing Blow,4.0,legal,False,hou,expansion,common,0.01
4435,Puncturing Light,2.0,legal,True,soi,expansion,common,0.07
4436,Punish the Enemy,5.0,legal,False,dgm,expansion,common,0.04
4437,Purge the Profane,4.0,legal,False,gtc,expansion,common,0.04
4438,Purphoros's Emissary,4.0,legal,False,ths,expansion,uncommon,0.02
4439,Purphoros's Intervention,1.0,legal,False,thb,expansion,rare,0.13
4440,"Purphoros, Bronze-Blooded",5.0,legal,False,thb,expansion,mythic,2.39
4441,"Purphoros, God of the Forge",4.0,legal,False,ths,expansion,mythic,20.57
4442,Pursue Glory,4.0,legal,False,akh,expansion,common,0.02
4443,Pursuit of Flight,2.0,legal,False,rtr,expansion,common,0.01
4444,Putrefy,3.0,legal,True,khc,commander,uncommon,0.24
4445,Pyramid of the Pantheon,1.0,legal,False,akh,expansion,rare,0.33
4446,Pyre Hound,4.0,legal,True,a25,masters,common,0.06
4447,Pyrewild Shaman,3.0,legal,True,2xm,masters,uncommon,0.05
4448,Pyroclastic Elemental,5.0,legal,True,jmp,draft_innovation,uncommon,0.05
4449,Pyroconvergence,5.0,legal,False,rtr,expansion,uncommon,0.06
4450,Pyromancer's Assault,4.0,legal,False,ogw,expansion,uncommon,0.04
4451,Pyromancer's Gauntlet,5.0,legal,False,m14,core,rare,0.26
4452,Pyromancer's Goggles,5.0,legal,True,c21,commander,mythic,0.95
4453,Pyromantic Pilgrim,3.0,legal,False,dom,expansion,common,0.11
4454,Pyrotechnics,5.0,legal,True,frf,expansion,uncommon,0.04
4455,Pyxis of Pandemonium,1.0,legal,False,ths,expansion,rare,0.25
4456,Qal Sisma Behemoth,3.0,legal,False,dtk,expansion,uncommon,0.03
4457,Qarsi Deceiver,2.0,legal,False,dtk,expansion,uncommon,0.10
4458,Qarsi High Priest,1.0,legal,False,frf,expansion,uncommon,0.07
4459,Qarsi Sadist,2.0,legal,False,dtk,expansion,common,0.07
4460,Quag Sickness,3.0,legal,True,m14,core,common,0.04
4461,Quarantine Field,2.0,legal,False,bfz,expansion,mythic,0.42
4462,Quarry Beetle,5.0,legal,False,hou,expansion,uncommon,0.09
4463,Quarry Colossus,7.0,legal,False,jou,expansion,uncommon,0.07
4464,Quarry Hauler,4.0,legal,False,akh,expansion,common,0.03
4465,Quasiduplicate,3.0,legal,False,grn,expansion,rare,1.25
4466,Queen of Ice // Rage of Winter,3.0,legal,False,eld,expansion,common,0.02
4467,Queen's Agent,6.0,legal,False,xln,expansion,common,0.02
4468,Queen's Bay Soldier,2.0,legal,False,xln,expansion,common,0.02
4469,Queen's Commission,3.0,legal,False,xln,expansion,common,0.07
4470,Quench,2.0,legal,False,rna,expansion,common,0.05
4471,Questing Beast,4.0,legal,False,eld,expansion,mythic,6.62
4472,Quicken,1.0,legal,True,dds,duel_deck,rare,0.77
4473,Quickling,2.0,legal,False,m15,core,uncommon,0.26
4474,Quicksmith Genius,3.0,legal,True,c21,commander,uncommon,0.10
4475,Quicksmith Rebel,4.0,legal,False,aer,expansion,rare,0.08
4476,Quicksmith Spy,4.0,legal,False,aer,expansion,rare,0.13
4477,Quiet Contemplation,3.0,legal,False,ktk,expansion,uncommon,0.11
4478,Quilled Wolf,2.0,legal,False,soi,expansion,common,0.06
4479,Rabid Bite,2.0,legal,True,znr,expansion,common,0.01
4480,Rabid Bloodsucker,5.0,legal,False,ori,core,common,0.03
4481,Racecourse Fury,1.0,legal,False,rtr,expansion,uncommon,0.04
4482,Radiant Destiny,3.0,legal,False,rix,expansion,rare,1.58
4483,Radiant Flames,3.0,legal,False,bfz,expansion,rare,0.14
4484,Radiant Fountain,0.0,legal,True,c21,commander,common,0.23
4485,Radiant Purge,2.0,legal,False,dtk,expansion,rare,0.14
4486,Radiating Lightning,4.0,legal,True,m19,core,common,0.30
4487,Radical Idea,2.0,legal,False,grn,expansion,common,0.08
4488,"Raff Capashen, Ship's Mage",4.0,legal,True,nec,commander,uncommon,0.24
4489,Rafter Demon,4.0,legal,False,rna,expansion,common,0.03
4490,Rage of Purphoros,5.0,legal,False,ths,expansion,common,0.04
4491,Queen of Ice // Rage of Winter,3.0,legal,False,eld,expansion,common,0.02
4492,Rage-Scarred Berserker,5.0,legal,False,thb,expansion,common,0.01
4493,Rageblood Shaman,3.0,legal,True,jmp,draft_innovation,rare,0.22
4494,Ragefire,2.0,legal,False,rna,expansion,common,0.15
4495,Rageform,4.0,legal,False,frf,expansion,uncommon,0.04
4496,Ragemonger,3.0,legal,False,bng,expansion,uncommon,0.22
4497,Raging Kronch,3.0,legal,False,war,expansion,common,0.02
4498,Raging Redcap,3.0,legal,False,eld,expansion,common,0.01
4499,Raging Regisaur,4.0,legal,True,jmp,draft_innovation,uncommon,0.23
4500,Raging Swordtooth,5.0,legal,False,xln,expansion,uncommon,0.25
4501,Rags // Riches,11.0,legal,False,akh,expansion,rare,0.23
4502,Raiders' Spoils,4.0,legal,False,ktk,expansion,uncommon,0.10
4503,Raiders' Wake,4.0,legal,False,xln,expansion,uncommon,0.51
4504,Raise Dead,1.0,legal,True,w17,starter,common,0.14
4505,Raise the Alarm,2.0,legal,True,cmr,draft_innovation,common,0.01
4506,Raised by Wolves,5.0,legal,False,bng,expansion,uncommon,0.27
4507,Rakdos Cackler,1.0,legal,False,rtr,expansion,uncommon,0.15
4508,Rakdos Charm,2.0,legal,True,voc,commander,uncommon,0.25
4509,Rakdos Cluestone,3.0,legal,False,dgm,expansion,common,0.18
4510,Rakdos Drake,3.0,legal,True,ima,masters,common,0.03
4511,Rakdos Firewheeler,4.0,legal,False,rna,expansion,uncommon,0.07
4512,Rakdos Guildgate,0.0,legal,True,c19,commander,common,0.13
4513,Rakdos Keyrune,3.0,legal,False,rtr,expansion,uncommon,0.16
4514,Rakdos Locket,3.0,legal,True,c19,commander,common,0.20
4515,Rakdos Ragemutt,5.0,legal,False,rtr,expansion,uncommon,0.13
4516,Rakdos Ringleader,6.0,legal,False,rtr,expansion,uncommon,0.06
4517,Rakdos Roustabout,3.0,legal,False,rna,expansion,common,0.01
4518,Rakdos Shred-Freak,2.0,legal,True,uma,masters,common,0.02
4519,Rakdos Trumpeter,2.0,legal,False,rna,expansion,common,0.03
4520,Rakdos's Return,2.0,legal,False,rtr,expansion,mythic,1.04
4521,"Rakdos, Lord of Riots",4.0,legal,False,rtr,expansion,mythic,2.65
4522,"Rakdos, the Showstopper",6.0,legal,False,rna,expansion,mythic,2.08
4523,Rakshasa Deathdealer,2.0,legal,False,ktk,expansion,rare,0.11
4524,Rakshasa Gravecaller,5.0,legal,False,dtk,expansion,uncommon,0.10
4525,Rakshasa Vizier,5.0,legal,False,ktk,expansion,rare,0.11
4526,Rakshasa's Disdain,3.0,legal,False,frf,expansion,common,0.14
4527,Rakshasa's Secret,3.0,legal,False,ktk,expansion,common,0.04
4528,Ral Zarek,4.0,legal,True,c19,commander,mythic,0.85
4529,Ral's Dispersal,5.0,legal,False,grn,expansion,rare,0.13
4530,Ral's Outburst,4.0,legal,False,war,expansion,uncommon,0.04
4531,Ral's Staticaster,4.0,legal,False,grn,expansion,uncommon,0.14
4532,"Ral, Caller of Storms",6.0,legal,False,grn,expansion,mythic,
4533,"Ral, Izzet Viceroy",5.0,legal,False,grn,expansion,mythic,0.90
4534,"Ral, Storm Conduit",4.0,legal,False,war,expansion,rare,2.01
4535,Rally for the Throne,3.0,legal,False,eld,expansion,uncommon,0.06
4536,Rally of Wings,2.0,legal,False,war,expansion,uncommon,0.21
4537,Rally the Ancestors,2.0,legal,False,frf,expansion,rare,0.51
4538,Rally to Battle,4.0,legal,False,rna,expansion,uncommon,0.04
4539,Rallying Roar,3.0,legal,False,xln,expansion,uncommon,0.03
4540,Rampage of the Clans,4.0,legal,False,rna,expansion,rare,0.29
4541,Rampaging Brontodon,7.0,legal,True,jmp,draft_innovation,rare,2.42
4542,Rampaging Cyclops,4.0,legal,False,dom,expansion,common,0.02
4543,Rampaging Ferocidon,3.0,legal,False,xln,expansion,rare,3.29
4544,Rampaging Hippo,6.0,legal,False,hou,expansion,common,0.09
4545,Rampaging Monument,4.0,legal,False,grn,expansion,uncommon,0.06
4546,Rampaging Rendhorn,5.0,legal,False,rna,expansion,common,0.02
4547,Rampart Smasher,4.0,legal,False,eld,expansion,uncommon,0.02
4548,Ramroller,3.0,legal,False,ori,core,uncommon,0.06
4549,Ramunap Excavator,3.0,legal,True,cmr,draft_innovation,rare,3.26
4550,Ramunap Hydra,4.0,legal,False,hou,expansion,rare,0.24
4551,Ramunap Ruins,0.0,legal,False,hou,expansion,uncommon,0.25
4552,Rancid Rats,2.0,legal,False,soi,expansion,common,0.20
4553,Ranger's Guile,1.0,legal,True,m21,core,common,0.05
4554,Ranging Raptors,3.0,legal,True,gn2,box,uncommon,0.53
4555,"Rankle, Master of Pranks",4.0,legal,False,eld,expansion,mythic,3.68
4556,Rapacious Dragon,5.0,legal,True,2xm,masters,common,0.13
4557,Rapid Hybridization,1.0,legal,True,c21,commander,uncommon,3.25
4558,Raptor Companion,2.0,legal,True,bbd,draft_innovation,common,0.01
4559,Raptor Hatchling,2.0,legal,False,xln,expansion,uncommon,0.24
4560,"Rashmi, Eternities Crafter",4.0,legal,True,c20,commander,mythic,0.64
4561,Rat Colony,2.0,legal,False,dom,expansion,common,2.45
4562,Ratchet Bomb,2.0,legal,True,2xm,masters,rare,0.73
4563,Rattlechains,2.0,legal,True,voc,commander,rare,0.18
4564,Rattleclaw Mystic,2.0,legal,False,ktk,expansion,rare,0.48
4565,Ravager Wurm,6.0,legal,False,rna,expansion,mythic,0.33
4566,Ravaging Blaze,2.0,legal,False,ori,core,uncommon,0.11
4567,Ravenous Bloodseeker,2.0,legal,False,soi,expansion,uncommon,0.09
4568,Ravenous Chupacabra,4.0,legal,True,jmp,draft_innovation,uncommon,0.88
4569,Ravenous Daggertooth,3.0,legal,False,xln,expansion,common,0.07
4570,Ravenous Harpy,3.0,legal,False,m19,core,uncommon,0.04
4571,Ravenous Intruder,2.0,legal,True,2xm,masters,uncommon,0.02
4572,Ravenous Leucrocota,4.0,legal,True,cn2,draft_innovation,common,0.02
4573,Ravnica at War,4.0,legal,False,war,expansion,rare,0.21
4574,Ray of Dissolution,3.0,legal,False,ths,expansion,common,0.05
4575,Razaketh's Rite,5.0,legal,False,hou,expansion,uncommon,0.49
4576,"Razaketh, the Foulblooded",8.0,legal,False,hou,expansion,mythic,24.60
4577,Razorfoot Griffin,4.0,legal,True,m15,core,common,0.02
4578,Razortip Whip,2.0,legal,False,gtc,expansion,common,0.01
4579,Reach of Shadows,5.0,legal,False,frf,expansion,common,0.02
4580,Read the Bones,3.0,legal,True,c17,commander,common,1.51
4581,Ready // Willing,6.0,legal,False,dgm,expansion,rare,0.31
4582,Reality Hemorrhage,2.0,legal,False,ogw,expansion,common,0.06
4583,Reality Shift,2.0,legal,True,nec,commander,uncommon,0.26
4584,Reality Smasher,5.0,legal,False,ogw,expansion,rare,2.55
4585,Realm-Cloaked Giant // Cast Off,7.0,legal,True,afc,commander,mythic,0.29
4586,Realmwright,1.0,legal,False,gtc,expansion,rare,0.24
4587,Reap Intellect,4.0,legal,False,dgm,expansion,mythic,0.28
4588,Reap What Is Sown,3.0,legal,False,bng,expansion,uncommon,0.05
4589,Reaper of Flight Moonsilver,5.0,legal,False,soi,expansion,uncommon,0.04
4590,Reaper of Night // Harvest Fear,7.0,legal,False,eld,expansion,common,0.01
4591,Reaper of the Wilds,4.0,legal,True,ddm,duel_deck,rare,0.17
4592,Reason // Believe,6.0,legal,False,hou,expansion,rare,0.18
4593,Reassembling Skeleton,2.0,legal,True,afc,commander,uncommon,0.24
4594,Reave Soul,2.0,legal,True,eld,expansion,common,0.03
4595,Reaver Ambush,3.0,legal,False,rix,expansion,uncommon,0.06
4596,Reaver Drone,1.0,legal,False,ogw,expansion,uncommon,0.07
4597,Reckless Air Strike,1.0,legal,False,m20,core,common,0.04
4598,Reckless Bushwhacker,3.0,legal,False,ogw,expansion,uncommon,0.35
4599,Reckless Cohort,2.0,legal,False,bfz,expansion,common,0.02
4600,Reckless Fireweaver,2.0,legal,False,kld,expansion,common,0.51
4601,Reckless Imp,3.0,legal,False,dtk,expansion,common,0.04
4602,Reckless Racer,3.0,legal,False,aer,expansion,uncommon,0.09
4603,Reckless Rage,1.0,legal,False,rix,expansion,uncommon,0.34
4604,Reckless Reveler,2.0,legal,True,bbd,draft_innovation,common,0.01
4605,Reckless Scholar,3.0,legal,True,jmp,draft_innovation,uncommon,0.08
4606,Reclaim,1.0,legal,True,ori,core,common,0.16
4607,Reclaiming Vines,4.0,legal,False,bfz,expansion,common,0.02
4608,Reclamation Sage,3.0,legal,True,khc,commander,uncommon,0.25
4609,Reclusive Artificer,4.0,legal,True,ddu,duel_deck,uncommon,0.09
4610,Recollect,3.0,legal,True,m19,core,uncommon,0.10
4611,Recover,3.0,legal,True,rix,expansion,common,0.04
4612,Redcap Melee,1.0,legal,False,eld,expansion,uncommon,0.04
4613,Redcap Raiders,3.0,legal,False,eld,expansion,common,0.01
4614,Reduce // Rubble,6.0,legal,False,akh,expansion,uncommon,0.05
4615,Reduce in Stature,3.0,legal,False,dtk,expansion,common,0.01
4616,Reduce to Ashes,5.0,legal,True,m20,core,common,0.02
4617,Reflector Mage,3.0,legal,False,ogw,expansion,uncommon,0.44
4618,Refocus,2.0,legal,False,frf,expansion,common,0.08
4619,Refurbish,4.0,legal,False,kld,expansion,uncommon,0.10
4620,Refuse // Cooperate,7.0,legal,True,c19,commander,rare,0.05
4621,Regal Bloodlord,5.0,legal,False,m19,core,uncommon,0.15
4622,Regal Caracal,5.0,legal,False,akh,expansion,rare,0.77
4623,Regathan Firecat,3.0,legal,False,m14,core,common,0.04
4624,Regenesis,5.0,legal,False,rna,expansion,uncommon,0.04
4625,Regisaur Alpha,5.0,legal,False,xln,expansion,rare,1.00
4626,Rekindling Phoenix,4.0,legal,False,rix,expansion,mythic,1.58
4627,Catch // Release,9.0,legal,False,dgm,expansion,rare,0.15
4628,Release the Gremlins,1.0,legal,False,aer,expansion,rare,0.25
4629,Release to the Wind,3.0,legal,False,rix,expansion,rare,0.54
4630,Relentless Advance,4.0,legal,False,war,expansion,common,0.04
4631,Relentless Dead,2.0,legal,False,soi,expansion,mythic,17.02
4632,Relentless Hunter,3.0,legal,True,bbd,draft_innovation,uncommon,0.02
4633,Relentless Pursuit,3.0,legal,False,thb,expansion,common,0.02
4634,Relentless Raptor,2.0,legal,False,rix,expansion,uncommon,0.14
4635,Relic Runner,2.0,legal,True,2xm,masters,common,0.01
4636,Relic Seeker,2.0,legal,True,cmr,draft_innovation,rare,0.19
4637,Relief Captain,4.0,legal,True,gn2,box,uncommon,0.09
4638,Reliquary Tower,0.0,legal,True,c21,commander,uncommon,3.24
4639,Remorseful Cleric,2.0,legal,True,voc,commander,rare,0.14
4640,Remorseless Punishment,5.0,legal,False,ogw,expansion,rare,0.17
4641,"Renata, Called to the Hunt",4.0,legal,False,thb,expansion,uncommon,0.28
4642,Render Silent,3.0,legal,False,dgm,expansion,rare,2.09
4643,Rending Volley,1.0,legal,False,dtk,expansion,uncommon,0.17
4644,Renegade Firebrand,3.0,legal,False,kld,expansion,uncommon,0.09
4645,Renegade Freighter,3.0,legal,False,kld,expansion,common,0.12
4646,Renegade Krasis,3.0,legal,False,dgm,expansion,rare,0.23
4647,Renegade Map,1.0,legal,False,aer,expansion,common,0.14
4648,Renegade Rallier,3.0,legal,False,aer,expansion,uncommon,0.18
4649,Renegade Tactics,1.0,legal,True,cmr,draft_innovation,common,0.05
4650,Renegade Wheelsmith,3.0,legal,False,aer,expansion,uncommon,0.16
4651,Renegade's Getaway,3.0,legal,False,aer,expansion,common,0.02
4652,Renewed Faith,3.0,legal,True,a25,masters,common,0.08
4653,Renounce the Guilds,2.0,legal,False,dgm,expansion,rare,0.10
4654,Renowned Weaponsmith,2.0,legal,True,m20,core,uncommon,0.05
4655,Renowned Weaver,1.0,legal,False,jou,expansion,common,0.05
4656,Repeated Reverberation,4.0,legal,False,m20,core,rare,0.83
4657,Repeating Barrage,3.0,legal,False,xln,expansion,rare,0.09
4658,Repel the Abominable,2.0,legal,False,emn,expansion,uncommon,0.18
4659,Repudiate // Replicate,5.0,legal,False,rna,expansion,rare,0.80
4660,Reprisal,2.0,legal,True,jou,expansion,uncommon,0.10
4661,Repudiate // Replicate,5.0,legal,False,rna,expansion,rare,0.80
4662,Rescue,1.0,legal,True,dom,expansion,common,0.04
4663,Rescue from the Underworld,5.0,legal,False,ths,expansion,uncommon,0.13
4664,Rescuer Sphinx,4.0,legal,False,war,expansion,uncommon,0.06
4665,Research Assistant,2.0,legal,False,m15,core,common,0.03
4666,Reservoir Walker,5.0,legal,False,aer,expansion,common,0.02
4667,Resilient Khenra,2.0,legal,False,hou,expansion,rare,0.17
4668,Resolute Archangel,7.0,legal,False,m15,core,rare,1.18
4669,Resolute Blademaster,5.0,legal,False,bfz,expansion,uncommon,0.14
4670,Resolute Rider,4.0,legal,False,eld,expansion,uncommon,0.03
4671,Resolute Survivors,3.0,legal,False,hou,expansion,uncommon,0.05
4672,Resolute Watchdog,1.0,legal,False,rna,expansion,uncommon,0.38
4673,Resourceful Return,2.0,legal,False,aer,expansion,common,0.05
4674,Resplendent Angel,3.0,legal,False,m19,core,mythic,21.46
4675,Resplendent Griffin,3.0,legal,False,rix,expansion,uncommon,0.06
4676,Response // Resurgence,7.0,legal,True,cmr,draft_innovation,rare,0.18
4677,Rest in Peace,2.0,legal,True,a25,masters,rare,6.88
4678,Restock,5.0,legal,True,m15,core,uncommon,0.20
4679,Restoration Gearsmith,4.0,legal,False,kld,expansion,uncommon,0.05
4680,Restoration Specialist,2.0,legal,False,aer,expansion,uncommon,0.24
4681,Restore the Peace,3.0,legal,False,dgm,expansion,uncommon,0.07
4682,Resupply,6.0,legal,False,dtk,expansion,common,0.01
4683,Response // Resurgence,7.0,legal,True,cmr,draft_innovation,rare,0.18
4684,Retraction Helix,1.0,legal,True,a25,masters,common,0.08
4685,Retreat to Coralhelm,3.0,legal,False,bfz,expansion,uncommon,1.01
4686,Retreat to Emeria,4.0,legal,True,znc,commander,uncommon,0.12
4687,Retreat to Hagra,3.0,legal,True,c18,commander,uncommon,0.39
4688,Retreat to Kazandu,3.0,legal,True,cmr,draft_innovation,uncommon,0.10
4689,Retreat to Valakut,3.0,legal,False,bfz,expansion,uncommon,0.12
4690,Retribution of the Ancients,1.0,legal,False,ktk,expansion,rare,0.25
4691,Retributive Wand,3.0,legal,False,m20,core,uncommon,0.05
4692,Never // Return,7.0,legal,False,akh,expansion,rare,0.49
4693,Return of the Wildspeaker,5.0,legal,True,afc,commander,rare,1.10
4694,Return to Nature,2.0,legal,True,mid,expansion,common,0.10
4695,Return to the Earth,4.0,legal,True,bbd,draft_innovation,common,0.03
